epoch,accuracy,loss,mse,val_accuracy,val_loss,val_mse
45,0.0,nan,nan,0.0,nan,nan
46,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
47,0.0,nan,nan,0.0,nan,nan
48,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
49,0.0,nan,nan,0.0,nan,nan
50,0.009477577172219753,nan,nan,0.008196720853447914,nan,nan
51,0.0,nan,nan,0.25,nan,nan
52,0.009246417321264744,nan,nan,0.01024590153247118,nan,nan
53,0.125,nan,nan,0.0,nan,nan
54,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
55,0.0,nan,nan,0.0,nan,nan
56,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
57,0.0,nan,nan,0.0,nan,nan
58,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
59,0.0,nan,nan,0.0,nan,nan
60,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
61,0.0,nan,nan,0.0,nan,nan
62,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
63,0.0,nan,nan,0.0,nan,nan
64,0.009477577172219753,nan,nan,0.008196720853447914,nan,nan
65,0.0,nan,nan,0.25,nan,nan
66,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
67,0.0,nan,nan,0.0,nan,nan
68,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
69,0.0,nan,nan,0.0,nan,nan
70,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
71,0.0,nan,nan,0.0,nan,nan
72,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
73,0.0,nan,nan,0.0,nan,nan
74,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
75,0.0,nan,nan,0.0,nan,nan
76,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
77,0.0,nan,nan,0.0,nan,nan
78,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
79,0.0,nan,nan,0.0,nan,nan
80,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
81,0.0,nan,nan,0.0,nan,nan
82,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
83,0.0,nan,nan,0.0,nan,nan
84,0.009246417321264744,nan,nan,0.01024590153247118,nan,nan
85,0.125,nan,nan,0.0,nan,nan
86,0.009246417321264744,nan,nan,0.01024590153247118,nan,nan
87,0.125,nan,nan,0.0,nan,nan
88,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
89,0.0,nan,nan,0.0,nan,nan
90,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
91,0.0,nan,nan,0.0,nan,nan
92,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
93,0.0,nan,nan,0.0,nan,nan
94,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
95,0.0,nan,nan,0.0,nan,nan
96,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
97,0.0,nan,nan,0.0,nan,nan
98,0.009477577172219753,nan,nan,0.01024590153247118,nan,nan
99,0.0,nan,nan,0.0,nan,nan
